StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,Q35,Q56_1,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q89,Q90,Q91,Q92,Q93,Q94,Q75,Q76,Q77,Q78,Q79,Q80,Q82,Q83,Q84,Q85,Q86,Q87,Q96,Q95,ApproachB_Feedback,ApproachC_Feedback,ApproachA_Feedback,Create New Field or Choose From Dropdown...
08/05/2025 16:59,08/05/2025 17:31,IP Address,37.248.248.113,100,1907,TRUE,08/05/2025 17:31,R_63j1njyNRKFz8qT,,,,,52.2265,21.0097,anonymous,EN,32,Male,Indonesian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,Continuously sounding the fog whistle,High,High,Medium,High,Medium,Medium,High,High,High,High,High,High,High,High,High,Medium,High,High,Feedback Approach A,,,,,
08/05/2025 17:15,08/05/2025 17:33,IP Address,81.56.107.6,100,1074,TRUE,08/05/2025 17:33,R_2MZiWLdSIX7O0CR,,,,,45.0729,7.689,anonymous,EN,49,Male,Italian,with propelling machinery onboard whether in use or not,through some exceptional circumstance is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,Continuously sounding the fog whistle,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Feedback Approach C,,,,,
08/05/2025 17:07,08/05/2025 17:35,IP Address,188.92.250.119,100,1662,TRUE,08/05/2025 17:35,R_1ITRwEwfGZuqdRn,,,,,45.4722,9.1922,anonymous,EN,30,Male,Croatian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,Medium,Low,Low,Low,Medium,Medium,Medium,Low,Low,Medium,Low,Medium,Medium,Low,Medium,Low,Medium,Medium,Feedback Approach C,,,,,
01/05/2025 17:34,01/05/2025 17:35,IP Address,80.255.51.129,11,62,FALSE,08/05/2025 17:35,R_2st3tVOJykxTOwS,,,,,51.4964,-0.1224,anonymous,EN,25,Male,Turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/05/2025 18:03,08/05/2025 18:09,IP Address,81.56.107.6,100,397,TRUE,08/05/2025 18:09,R_8asHEp9zKTqBuDB,,,,,45.0729,7.689,anonymous,EN,49,Male,Italian,with propelling machinery in use,through some exceptional circumstance is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,Low,Low,Low,Medium,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,High,High,High,Very High,Feedback Approach C,,,,,
08/05/2025 18:11,08/05/2025 18:22,IP Address,188.92.250.119,100,681,TRUE,08/05/2025 18:22,R_3FZ4AsCC6gresi5,,,,,45.4722,9.1922,anonymous,EN,27,Male,Italian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,Continuously sounding the fog whistle,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,High,High,Medium,Medium,Feedback Approach C,,,,,
01/05/2025 20:03,01/05/2025 20:03,IP Address,88.226.47.138,3,23,FALSE,08/05/2025 20:03,R_6oX2CQZVksOs35f,,,,,36.5922,36.1741,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/05/2025 20:22,08/05/2025 20:29,IP Address,178.247.175.175,100,425,TRUE,08/05/2025 20:29,R_9KaDW5YNsGLjsLD,,,,,38.4957,27.1261,anonymous,EN,33,Male,Turkish,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Sounding four or more short rapid blasts on the whistle,High,High,High,Medium,Medium,Medium,High,High,High,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Feedback Approach A,,,,,
08/05/2025 20:47,08/05/2025 20:56,IP Address,149.140.172.145,100,553,TRUE,08/05/2025 20:56,R_5MgfjUqnVDC5mcV,,,,,41.0214,28.9948,anonymous,EN,36,Female,Turkish,with propelling machinery in use,through some exceptional circumstance is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing two forward white towing lights in a vertical line on a towing vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to port,All of the above,Displaying a large red flag,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Feedback Approach B,,,,,
08/05/2025 20:40,08/05/2025 20:58,IP Address,188.3.232.39,100,1082,TRUE,08/05/2025 20:58,R_9Ylcc8b9DaqyrMQ,,,,,41.0214,28.9948,anonymous,EN,31,Male,Turkish,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel aground,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,High,High,Very High,High,Very High,High,High,High,High,Very High,High,High,Very High,High,High,Very High,High,High,Feedback Approach B,,,,,
08/05/2025 20:54,08/05/2025 21:06,IP Address,176.89.142.56,100,739,TRUE,08/05/2025 21:06,R_9rf7UAEPZpspfMy,,,,,41.0329,28.9529,anonymous,EN,48,Male,Turkish,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel aground,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Displaying a large red flag,Medium,Medium,Low,Low,Low,Very Low,Very High,Very High,Very High,Very High,Very High,Very High,High,High,High,High,High,Very High,Feedback Approach C,i like that. Clearly identify my knowledge gap at Feedback approach C,,,,
08/05/2025 20:59,08/05/2025 21:23,IP Address,78.190.134.155,100,1458,TRUE,08/05/2025 21:23,R_9e4sqeWBkBNTj6a,,,,,40.7992,29.4305,anonymous,EN,56,Male,Turkish,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,A vessel not under command shall avoid impeding the safe passage of a vessel constrained by her draft.,Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Slow your engines and let the other vessel pass ahead of you,A vessel aground,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,High,High,High,High,High,High,Medium,High,High,High,High,High,High,High,High,High,High,High,Feedback Approach C,,,,,
08/05/2025 22:06,08/05/2025 22:16,IP Address,176.107.24.83,100,555,TRUE,08/05/2025 22:16,R_2AK3Xvms4dOlVMR,,,,,48.8703,18.6388,anonymous,EN,63,Male,Italian,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Displaying a large red flag,High,High,High,High,High,High,High,High,High,High,High,High,Medium,High,High,High,High,Very High,Feedback Approach B,"Motivating and adaptive system, I am comfortable with it and I am confident will be much more accepted than the current one in use by us all.",,,,
08/05/2025 22:22,08/05/2025 22:35,IP Address,151.124.250.200,100,798,TRUE,08/05/2025 22:35,R_3lAMaOMPh90D65H,,,,,37.751,-97.822,anonymous,EN,50,Male,British,making way against the current,has lost steering and is unable to maneuver,A vessel not under command shall avoid impeding the safe passage of a vessel constrained by her draft.,Back down,Seeing both sidelights of a vessel directly off your starboard beam,Alter course to port and pass the other vessel on its port side,A vessel moored over a wreck,Maintain course and speed and sound at least five short blasts of the whistle,do not impair the visibility or distinctive character of the prescribed lights,Displaying three black balls in a vertical line,High,High,High,High,High,High,Medium,Medium,Low,Very Low,Low,Low,High,High,High,High,High,High,Feedback Approach C,,,,,
09/05/2025 01:29,09/05/2025 01:48,IP Address,80.247.136.69,100,1105,TRUE,09/05/2025 01:48,R_1JedNYbzsCibf8c,,,,,40.7126,-74.0066,anonymous,EN,39,Male,Romanian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,High,Very High,High,High,High,Very High,Medium,High,High,Very High,Medium,High,Very High,Very High,Very High,Very High,High,Very High,Feedback Approach C,,,,,
02/05/2025 05:26,02/05/2025 05:26,IP Address,190.80.245.139,11,21,FALSE,09/05/2025 05:26,R_3psb90c6YRT5Vux,,,,,18.4615,-69.8965,anonymous,EN,34,Male,Turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/05/2025 05:57,09/05/2025 06:11,IP Address,176.216.31.183,100,837,TRUE,09/05/2025 06:11,R_5XhbsheNIpzqJVr,,,,,41.0329,28.9529,anonymous,EN,46,Male,Turkish,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Sounding four or more short rapid blasts on the whistle,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Feedback Approach A,,,,,
09/05/2025 08:16,09/05/2025 08:27,IP Address,151.124.107.203,100,688,TRUE,09/05/2025 08:27,R_2qpCch9VMITB2ik,,,,,51.5177,-0.6215,anonymous,EN,45,Male,Italian,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel aground,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,High,Medium,Low,Medium,Medium,Very Low,Very Low,Medium,Low,Medium,Medium,Medium,High,Medium,Medium,High,Medium,Low,Feedback Approach A,,,,,
09/05/2025 08:19,09/05/2025 08:27,IP Address,151.124.107.206,100,530,TRUE,09/05/2025 08:27,R_2PbwFhw0iwaa7uR,,,,,51.5177,-0.6215,anonymous,EN,42,Male,German,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,High,High,High,High,High,High,Medium,Low,Low,High,Low,Low,Medium,Medium,Medium,Medium,Medium,Medium,Feedback Approach C,,,,,
09/05/2025 08:12,09/05/2025 08:28,IP Address,79.123.199.61,100,956,TRUE,09/05/2025 08:28,R_5SqjP9vJHAyGhvX,,,,,40.824,37.8366,anonymous,EN,35,Male,Turkish,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel aground,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Displaying a large red flag,Low,Low,Low,Low,Low,Low,Very High,Very High,Very High,High,Very High,Very High,High,High,High,High,High,High,Feedback Approach B,,,,,
09/05/2025 08:27,09/05/2025 08:40,IP Address,151.124.110.201,100,773,TRUE,09/05/2025 08:40,R_4YbKr8lAOmpIQE5,,,,,37.751,-97.822,anonymous,EN,54,Male,Italian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel moored over a wreck,Turn the vessel to starboard,All of the above,Continuously sounding the fog whistle,High,High,High,High,High,High,Medium,High,High,High,High,High,High,High,High,High,High,High,Feedback Approach B,,,,,
09/05/2025 08:39,09/05/2025 08:49,IP Address,151.124.108.207,100,617,TRUE,09/05/2025 08:49,R_21hc2iYNY96zEiI,,,,,37.751,-97.822,anonymous,EN,30,Male,Italian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Feedback Approach C,,,,,
09/05/2025 08:46,09/05/2025 08:53,IP Address,151.124.108.200,100,405,TRUE,09/05/2025 08:53,R_2MQzhlLm100Iowz,,,,,37.751,-97.822,anonymous,EN,37,Male,Italian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Sounding four or more short rapid blasts on the whistle,High,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Feedback Approach A,,,,,
09/05/2025 08:39,09/05/2025 08:54,IP Address,217.142.30.171,100,870,TRUE,09/05/2025 08:54,R_8HUN88vbCLo34Et,,,,,25.2925,51.5321,anonymous,EN,49,Male,Turkish,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,Low,Low,Low,Medium,Low,Medium,High,High,High,High,High,High,Medium,Medium,Medium,High,Medium,Low,Feedback Approach B,,,,,
09/05/2025 08:43,09/05/2025 09:00,IP Address,93.136.96.22,100,1024,TRUE,09/05/2025 09:00,R_8VeVyegljTDEdWW,,,,,45.3253,14.4409,anonymous,EN,60,Male,Croatian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Displaying a large red flag,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Very High,High,Very High,Feedback Approach A,,,,,
09/05/2025 08:52,09/05/2025 09:03,IP Address,151.124.108.203,100,661,TRUE,09/05/2025 09:03,R_3kFnVOnTJWQ9KLC,,,,,37.751,-97.822,anonymous,EN,47,Male,Italian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,High,Feedback Approach A,,,,,
09/05/2025 09:00,09/05/2025 09:27,IP Address,80.247.136.69,100,1580,TRUE,09/05/2025 09:27,R_3riv3GhYWoHo7PA,,,,,40.7126,-74.0066,anonymous,EN,29,Male,French,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,Continuously sounding the fog whistle,High,High,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Very High,Very High,Very High,Very High,Very High,Very High,Feedback Approach B,,,,,
09/05/2025 09:20,09/05/2025 09:32,IP Address,209.198.133.18,100,725,TRUE,09/05/2025 09:32,R_1YFhbS51ULblKOl,,,,,45.4722,9.1922,anonymous,EN,25,Male,Italian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,Continuously sounding the fog whistle,Medium,Medium,Medium,High,Medium,Low,Medium,Medium,Low,High,High,Low,High,High,High,High,High,High,Feedback Approach C,,,,,
09/05/2025 09:29,09/05/2025 09:36,IP Address,84.53.84.156,100,412,TRUE,09/05/2025 09:36,R_1zaQk5A30pVsVrj,,,,,52.0215,5.1638,anonymous,EN,57,Male,Dutch,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Displaying a large red flag,Medium,Medium,Medium,Medium,Medium,High,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Low,Low,Low,Low,Low,Low,Feedback Approach A,,,,,
09/05/2025 10:03,09/05/2025 10:09,IP Address,151.124.108.207,100,364,TRUE,09/05/2025 10:09,R_8oz15LVNMITxEhK,,,,,37.751,-97.822,anonymous,EN,29,Male,German,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Feedback Approach B,,,,,
02/05/2025 11:35,02/05/2025 11:38,IP Address,193.140.168.109,11,193,FALSE,09/05/2025 11:38,R_97s22edkOm4wshh,,,,,40.9881,39.7508,anonymous,EN,53,Male,Turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2025 11:50,02/05/2025 11:51,IP Address,161.9.199.61,11,82,FALSE,09/05/2025 11:51,R_4NS3iwR7weQegEh,,,,,41.0145,28.9533,anonymous,EN,37,Male,Turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2025 12:00,02/05/2025 12:02,IP Address,160.75.243.90,11,73,FALSE,09/05/2025 12:02,R_4TnJKkDT0jwSRKF,,,,,41.0145,28.9533,anonymous,EN,35,Female,Turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2025 13:21,02/05/2025 13:22,IP Address,178.240.112.9,11,36,FALSE,09/05/2025 13:22,R_9N4DJzhhwWr8gUh,,,,,39.9207,32.854,anonymous,EN,55,Male,Australian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/05/2025 12:56,09/05/2025 13:43,IP Address,80.247.136.69,100,89208,TRUE,09/05/2025 13:43,R_1NNxqFPKV9KztSx,,,,,40.7126,-74.0066,anonymous,EN,31,Male,British,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel aground,Turn the vessel to starboard,All of the above,Continuously sounding the fog whistle,High,High,High,High,Medium,Medium,High,High,High,High,Medium,Medium,High,High,High,High,High,Medium,Feedback Approach C,,,,,
09/05/2025 09:58,09/05/2025 13:58,IP Address,80.247.136.69,100,14380,TRUE,09/05/2025 13:58,R_5Tlapxpq2V50ZZD,,,,,40.7126,-74.0066,anonymous,EN,26,Female,British,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,Continuously sounding the fog whistle,High,High,High,Very High,Medium,Medium,Medium,Low,Medium,Low,Medium,Low,Medium,Medium,Low,Low,Medium,Low,Feedback Approach A,,,,,
09/05/2025 13:59,09/05/2025 14:08,IP Address,65.181.9.104,100,592,TRUE,09/05/2025 14:08,R_9GT7xzxwHYGuHlL,,,,,14.5971,120.9798,anonymous,EN,54,Male,Irish,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,Continuously sounding the fog whistle,High,High,Medium,Very High,Medium,Medium,Medium,High,High,Very High,Medium,Medium,High,Very High,High,High,Very High,Medium,Feedback Approach C,,,,,
09/05/2025 14:22,09/05/2025 14:34,IP Address,151.124.108.207,100,718,TRUE,09/05/2025 14:34,R_2C0h0XT6bD06zuh,,,,,37.751,-97.822,anonymous,EN,25,Male,Belizean,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,Displaying three black balls in a vertical line,High,High,Medium,Medium,Medium,High,Very Low,Very Low,Very Low,Low,Very Low,Medium,Very Low,Very Low,Very Low,High,Very Low,Low,Feedback Approach A,nil,,,,
09/05/2025 15:19,09/05/2025 16:09,IP Address,80.247.136.69,100,2975,TRUE,09/05/2025 16:09,R_7IX0TEdQ4qa14b0,,,,,40.7126,-74.0066,anonymous,EN,36,Male,Croatian,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,High,High,High,High,High,High,High,High,Feedback Approach B,,,,,
09/05/2025 09:20,09/05/2025 16:09,IP Address,151.124.108.206,100,24506,TRUE,09/05/2025 16:09,R_8XHaPN37sFHwTf3,,,,,37.751,-97.822,anonymous,EN,35,Male,German,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Continuously sounding the fog whistle,Very High,Very High,Very High,Very High,Very High,Very High,Medium,Very Low,Very Low,Medium,Very Low,Very Low,Very High,Very High,Very High,Very High,Very High,Very High,Feedback Approach A,"if all answers correct, short feedback more than enough.
if some answers wrong, feedback about wrong answered topics with corrected explanation, other generic feedback is not useful and of no benefit.",,,,
08/05/2025 14:06,09/05/2025 16:20,IP Address,209.198.133.18,100,94466,TRUE,09/05/2025 16:20,R_5ZdcJbvzqqTL0Ax,,,,,45.4722,9.1922,anonymous,EN,33,Female,Romanian,with propelling machinery onboard whether in use or not,through some exceptional circumstance is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Slow your engines and let the other vessel pass ahead of you,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,Sounding four or more short rapid blasts on the whistle,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Feedback Approach A,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
